,0
0,0.0026171878031607198
1,0.0026787312190977358
2,0.002708477955851727
3,0.002716952297106783
4,0.0027095869329907068
5,0.002691672868382816
6,0.0026665830316943196
7,0.0026356437125218063
8,0.0026016596365320333
9,0.0025659059136713884
10,0.0025304436704175993
11,0.0024964203976677326
12,0.0024634739629916984
13,0.0024335970281826333
14,0.002404688559296909
15,0.002375171943137096
16,0.002345647723556305
17,0.0023157852338828175
18,0.002285467642640379
19,0.002253764894473837
20,0.002222347162087969
21,0.002191588092288932
22,0.0021627663320976207
23,0.0021367452749862233
24,0.002112825512530915
25,0.0020917419566991026
26,0.0020716642164557487
27,0.002051130334109079
28,0.0020303625735693808
29,0.0020089599579212417
30,0.001986748126815854
31,0.00196381307894114
32,0.0019409226021743537
33,0.0019181929918972282
34,0.001897278552630074
35,0.0018787940766423932
36,0.0018621514673865663
37,0.0018479504338162686
38,0.0018346498628262025
39,0.001821030760931552
40,0.001807217629995031
41,0.001792794424281376
42,0.001777790019509089
43,0.0017620030462552477
44,0.001745901864373569
45,0.0017298678252342745
46,0.0017151387229277896
47,0.0017024934266785786
48,0.0016918871952497653
49,0.0016835526707953607
50,0.0016761067273331253
51,0.0016683521804596647
52,0.0016601167933882445
53,0.0016511885509474535
54,0.0016414875328434552
55,0.0016303814616516882
56,0.0016184521598274697
57,0.001606513028680002
58,0.0015960665315204077
59,0.001587729461352583
60,0.0015811367776885133
61,0.0015761837203046095
62,0.001571636205536956
63,0.001566812498216793
64,0.0015615605424484853
65,0.0015554686168647563
66,0.0015482709740015069
67,0.0015400231354671377
68,0.0015312757170696742
69,0.0015224390291085736
70,0.001514378590491425
71,0.0015083996347594305
72,0.001504252260627511
73,0.0015016264974325464
74,0.0014995916857681684
75,0.0014973621678631267
76,0.001494418466740685
77,0.0014905271590274145
78,0.0014859619482147758
79,0.0014803996271112359
80,0.0014740680345242893
81,0.001467799362392681
82,0.0014627218370437576
83,0.0014595037177312904
84,0.0014579107337856032
85,0.0014575335079353253
86,0.0014574403940790014
87,0.0014570222329977948
88,0.001456120729145342
89,0.0014544956824352137
90,0.0014517824584293466
91,0.0014479623597959557
92,0.0014433521058906057
93,0.001438583905031946
94,0.0014349975687334069
95,0.001433220693834487
96,0.001432952638044257
97,0.0014337382644839939
98,0.0014349603702558447
99,0.0014358409785056086
100,0.0014359280771963395
101,0.001434947176777162
102,0.0014329833527284266
103,0.001429892167450217
104,0.0014259564453585386
105,0.0014218186100268683
106,0.001418883387421007
107,0.0014178078675760309
108,0.001418100724187626
109,0.0014191820847487685
110,0.001420616974785468
111,0.0014218937675019546
112,0.0014227803270805077
113,0.0014229408648179923
114,0.0014223141717355939
115,0.0014207890484478937
116,0.0014183799329395763
117,0.0014156320428634094
118,0.0014137913447453995
119,0.0014136721339326312
120,0.0014152667641854604
121,0.0014178653285123145
122,0.001420945954168678
123,0.0014239286856999125
124,0.001426082561438032
125,0.001427281927437179
126,0.0014274025704650844
127,0.0014263787649446426
128,0.0014244110200458855
129,0.0014222705050484232
130,0.0014212227046753573
131,0.0014220204204703122
132,0.0014244525821252652
133,0.001427869867924487
134,0.0014316519943727232
135,0.0014353128142835234
136,0.001438290635758752
137,0.0014403794668708277
138,0.0014413661925516941
139,0.0014413091870470085
140,0.0014403177241673498
141,0.0014389458640229383
142,0.0014385093122715438
143,0.001439649988648358
144,0.0014421077066243543
145,0.0014454030261696318
146,0.0014490014420888856
147,0.0014523233422612345
148,0.0014549293979613774
149,0.0014566415472274758
150,0.0014575974344106571
151,0.0014577482360366128
152,0.0014566656090893434
153,0.001455030656623994
154,0.0014546308825201565
155,0.0014559490931766463
156,0.0014589648016735527
157,0.0014630475828235207
158,0.0014675690935072572
159,0.0014717044121068835
160,0.0014749975933393746
161,0.0014774517728383212
162,0.0014788341624303023
163,0.0014790551162305217
164,0.0014780690974505776
165,0.0014767100949113455
166,0.0014765019676921402
167,0.0014783353841217
168,0.001481934761405508
169,0.0014862083266179568
170,0.001490631001020493
171,0.001494231407568821
172,0.001496807982937697
173,0.0014984784190243212
174,0.0014989586990273068
175,0.0014980191987024564
176,0.0014959576340699155
177,0.0014938579962802334
178,0.0014934726580021504
179,0.0014947651029471663
180,0.0014977877355144484
181,0.0015017612661435077
182,0.0015060982867325181
183,0.0015101581495197537
184,0.0015128812469030065
185,0.0015144035934696696
186,0.0015151226044606387
187,0.0015146542546536088
188,0.0015129864518211868
189,0.0015108489902328811
190,0.001509681261783563
191,0.001510485151884964
192,0.0015130473721170657
193,0.001516799759336806
194,0.0015211667965931617
195,0.0015253047658253152
196,0.001528727445438291
197,0.0015315859951443526
198,0.0015336556775946038
199,0.001534427279058783
200,0.0015337897296083943
201,0.0015323191810803524
202,0.0015324372147603844
203,0.0015347764915612926
204,0.0015385916698465252
205,0.0015431782875582776
206,0.0015481417754661638
207,0.0015528465647985641
208,0.0015567066611236488
209,0.0015596339863693574
210,0.001561704809290402
211,0.0015628079971869015
212,0.0015623629971310254
213,0.001561504003950974
214,0.0015616646610684525
215,0.0015634304172276773
216,0.0015664905681223873
217,0.001570341796517567
218,0.001574666493918847
219,0.0015785113662564873
220,0.0015813436958241887
221,0.0015830723854509386
222,0.001583935891385698
223,0.0015837417809812806
224,0.0015823644195018351
225,0.0015806090930332657
226,0.0015799846803727946
227,0.0015810140696814745
228,0.0015836086296946014
229,0.0015870414602297584
230,0.001590666590601833
231,0.0015941545392362897
232,0.0015969221140217224
233,0.0015986793173186006
234,0.0015994437071404093
235,0.0015993447495804905
236,0.0015983879881806776
237,0.0015972402210634269
238,0.001596864856015056
239,0.0015982342425667991
240,0.001601345456307206
241,0.001605470768330711
242,0.0016099395378913726
243,0.001614135064560339
244,0.0016174894954251676
245,0.0016200007215451892
246,0.001621682524756451
247,0.0016220207610977177
248,0.0016212448413723175
249,0.0016200661783221334
250,0.0016198199807711889
251,0.0016211715314849474
252,0.0016239995199110865
253,0.001627786111218246
254,0.0016320159878246714
255,0.0016361252056949964
256,0.001639502451551845
257,0.001641782338665354
258,0.0016428149434199013
259,0.0016421591909975802
260,0.0016404814392667606
261,0.0016386605650533033
262,0.0016379930982728765
263,0.001639346524903988
264,0.001642472908294754
265,0.001646418989958884
266,0.001650679807676744
267,0.0016546205629764748
268,0.0016576338073679526
269,0.0016593448623716497
270,0.0016595909293231246
271,0.0016588345677006524
272,0.0016571465012838445
273,0.0016550188877362112
274,0.001654129925806472
275,0.0016551051608061776
276,0.0016576832392331464
277,0.0016612683532161382
278,0.0016652640590531012
279,0.0016690410640109738
